Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,league,season
176,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,26,1997,28.1,1,36,9,25.0,1.28,0.32,0.03,0.11,0,0,bundesliga,2023-2024
177,Patrick Herrmann,de GER,"FW,MF",Gladbach,32,1991,1.0,0,4,0,0.0,4.19,0.0,0.0,,0,0,bundesliga,2023-2024
178,Piero Hincapié,ec ECU,DF,Leverkusen,21,2002,16.5,1,18,6,33.3,1.09,0.36,0.06,0.17,0,0,bundesliga,2023-2024
179,Adam Hložek,cz CZE,"MF,FW",Leverkusen,21,2002,5.1,2,18,6,33.3,3.53,1.18,0.11,0.33,0,0,bundesliga,2023-2024
180,Nicolas Höfler,de GER,MF,Freiburg,33,1990,25.9,1,16,1,6.3,0.62,0.04,0.06,1.0,0,0,bundesliga,2023-2024
181,Jonas Hofmann,de GER,MF,Leverkusen,31,1992,24.5,5,60,25,41.7,2.45,1.02,0.08,0.2,0,0,bundesliga,2023-2024
182,Philipp Hofmann,de GER,FW,Bochum,30,1993,17.5,4,39,15,38.5,2.23,0.86,0.1,0.27,0,0,bundesliga,2023-2024
183,Lucas Höler,de GER,"FW,MF",Freiburg,29,1994,25.6,7,34,18,52.9,1.33,0.7,0.18,0.33,1,2,bundesliga,2023-2024
184,Fabian Holland,de GER,"MF,DF",Darmstadt 98,33,1990,20.4,0,11,3,27.3,0.54,0.15,0.0,0.0,0,0,bundesliga,2023-2024
185,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22,2001,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,0,0,bundesliga,2023-2024
186,Gerrit Holtmann,ph PHI,MF,Darmstadt 98,28,1995,4.4,0,14,5,35.7,3.21,1.15,0.0,0.0,0,0,bundesliga,2023-2024
187,Franck Honorat,fr FRA,"MF,FW",Gladbach,26,1996,26.1,3,28,10,35.7,1.07,0.38,0.11,0.3,0,0,bundesliga,2023-2024
188,Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,26,1996,11.3,1,23,6,26.1,2.03,0.53,0.04,0.17,0,0,bundesliga,2023-2024
189,Fraser Hornby,sct SCO,FW,Darmstadt 98,23,1999,2.4,0,10,2,20.0,4.15,0.83,0.0,0.0,0,0,bundesliga,2023-2024
190,Lukáš Hrádecký,fi FIN,GK,Leverkusen,33,1989,33.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
191,Timo Hübers,de GER,DF,Köln,27,1996,30.9,0,22,5,22.7,0.71,0.16,0.0,0.0,0,0,bundesliga,2023-2024
192,Mats Hummels,de GER,DF,Dortmund,34,1988,17.6,3,16,6,37.5,0.91,0.34,0.19,0.5,0,0,bundesliga,2023-2024
193,Denis Huseinbasic,ba BIH,MF,Köln,22,2001,18.1,0,12,3,25.0,0.66,0.17,0.0,0.0,0,0,bundesliga,2023-2024
194,Iago,br BRA,"DF,MF",Augsburg,26,1997,18.0,1,18,7,38.9,1.0,0.39,0.06,0.14,0,0,bundesliga,2023-2024
195,Borja Iglesias,es ESP,FW,Leverkusen,30,1993,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,0,0,bundesliga,2023-2024
196,Joel Imasuen,us USA,FW,Werder Bremen,18,2004,0.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
197,Thomas Isherwood,se SWE,DF,Darmstadt 98,25,1998,7.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
198,Ko Itakura,jp JPN,"DF,MF",Gladbach,26,1997,17.7,3,21,7,33.3,1.18,0.39,0.14,0.43,0,0,bundesliga,2023-2024
199,Hiroki Ito,jp JPN,DF,Stuttgart,24,1999,24.8,0,18,4,22.2,0.73,0.16,0.0,0.0,0,0,bundesliga,2023-2024
200,Lee Jae-sung,kr KOR,MF,Mainz 05,30,1992,23.5,6,38,13,34.2,1.62,0.55,0.16,0.46,0,0,bundesliga,2023-2024
201,Paul Jaeckel,de GER,DF,Union Berlin,25,1998,2.6,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
202,Kristijan Jakić,hr CRO,MF,Augsburg,26,1997,11.7,2,13,5,38.5,1.11,0.43,0.15,0.4,0,0,bundesliga,2023-2024
203,Kristijan Jakić,hr CRO,MF,Eintracht Frankfurt,26,1997,2.2,0,1,0,0.0,0.45,0.0,0.0,,0,0,bundesliga,2023-2024
204,Tony Jantschke,de GER,"DF,MF",Gladbach,33,1990,0.3,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
205,Nuha Jatta,gm GAM,MF,RB Leipzig,17,2006,0.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
206,Fredrik Jensen,fi FIN,MF,Augsburg,25,1997,14.9,2,14,5,35.7,0.94,0.34,0.14,0.4,0,0,bundesliga,2023-2024
207,Moritz Jenz,de GER,DF,Wolfsburg,24,1999,19.4,0,7,0,0.0,0.36,0.0,0.0,,0,0,bundesliga,2023-2024
208,Anthony Jung,de GER,"DF,MF",Werder Bremen,31,1991,28.7,1,5,1,20.0,0.17,0.03,0.2,1.0,0,0,bundesliga,2023-2024
209,Josip Juranović,hr CRO,"MF,DF",Union Berlin,27,1995,14.4,0,12,3,25.0,0.83,0.21,0.0,0.0,0,1,bundesliga,2023-2024
210,David Jurásek,cz CZE,"MF,DF",Hoffenheim,22,2000,5.5,0,5,2,40.0,0.91,0.36,0.0,0.0,0,0,bundesliga,2023-2024
211,Julian Justvan,de GER,"FW,MF",Hoffenheim,25,1998,0.5,0,1,0,0.0,1.84,0.0,0.0,,0,0,bundesliga,2023-2024
212,Julian Justvan,de GER,MF,Darmstadt 98,25,1998,11.4,2,17,4,23.5,1.5,0.35,0.12,0.5,0,0,bundesliga,2023-2024
213,Ozan Kabak,tr TUR,DF,Hoffenheim,23,2000,25.4,4,18,7,38.9,0.71,0.28,0.22,0.57,0,0,bundesliga,2023-2024
214,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,31,1992,26.8,3,20,6,30.0,0.75,0.22,0.15,0.5,0,0,bundesliga,2023-2024
215,Florian Kainz,at AUT,MF,Köln,30,1992,24.4,5,28,9,32.1,1.15,0.37,0.0,0.0,5,5,bundesliga,2023-2024
216,Sasa Kalajdzic,at AUT,FW,Eintracht Frankfurt,26,1997,3.6,0,2,1,50.0,0.55,0.28,0.0,0.0,0,0,bundesliga,2023-2024
217,Jakub Kamiński,pl POL,MF,Wolfsburg,21,2002,5.3,0,10,3,30.0,1.9,0.57,0.0,0.0,0,0,bundesliga,2023-2024
218,Kevin Kampl,si SVN,MF,RB Leipzig,32,1990,15.1,1,6,1,16.7,0.4,0.07,0.17,1.0,0,0,bundesliga,2023-2024
219,Harry Kane,eng ENG,FW,Bayern Munich,30,1993,31.5,36,146,67,45.9,4.63,2.12,0.21,0.46,5,5,bundesliga,2023-2024
220,Atakan Karazor,tr TUR,MF,Stuttgart,26,1996,29.1,0,19,2,10.5,0.65,0.07,0.0,0.0,0,0,bundesliga,2023-2024
221,Emir Karic,ba BIH,"MF,DF",Darmstadt 98,26,1997,19.8,0,12,3,25.0,0.61,0.15,0.0,0.0,0,0,bundesliga,2023-2024
222,Silas Katompa,cd COD,MF,Stuttgart,24,1998,10.0,5,24,9,37.5,2.4,0.9,0.21,0.56,0,1,bundesliga,2023-2024
223,Mikkel Kaufmann,dk DEN,FW,Union Berlin,22,2001,5.4,1,15,6,40.0,2.78,1.11,0.07,0.17,0,0,bundesliga,2023-2024
224,Naby Keïta,gn GUI,MF,Werder Bremen,28,1995,1.2,0,2,0,0.0,1.65,0.0,0.0,,0,0,bundesliga,2023-2024
225,Yannik Keitel,de GER,"DF,MF",Freiburg,23,2000,10.2,1,6,2,33.3,0.59,0.2,0.17,0.5,0,0,bundesliga,2023-2024
226,Thomas Keller,de GER,"DF,MF",Heidenheim,23,1999,0.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
227,Aljoscha Kemlein,de GER,MF,Union Berlin,18,2004,0.3,0,1,0,0.0,3.1,0.0,0.0,,0,0,bundesliga,2023-2024
228,Tobias Kempe,de GER,MF,Darmstadt 98,34,1989,15.0,3,21,4,19.0,1.4,0.27,0.0,0.0,3,3,bundesliga,2023-2024
229,Rani Khedira,de GER,MF,Union Berlin,29,1994,14.9,0,3,1,33.3,0.2,0.07,0.0,0.0,0,0,bundesliga,2023-2024
230,Luca Kilian,de GER,DF,Köln,23,1999,7.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
231,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,28,1995,24.2,1,25,7,28.0,1.03,0.29,0.04,0.14,0,0,bundesliga,2023-2024
232,Christoph Klarer,at AUT,DF,Darmstadt 98,23,2000,26.2,2,9,2,22.2,0.34,0.08,0.22,1.0,0,0,bundesliga,2023-2024
233,Tim Kleindienst,de GER,FW,Heidenheim,27,1995,31.9,12,83,34,41.0,2.6,1.07,0.12,0.29,2,2,bundesliga,2023-2024
234,Lukas Klostermann,de GER,DF,RB Leipzig,27,1996,16.0,1,6,2,33.3,0.38,0.13,0.17,0.5,0,0,bundesliga,2023-2024
235,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,21,2002,23.4,7,37,13,35.1,1.58,0.55,0.19,0.54,0,0,bundesliga,2023-2024
236,Robin Knoche,de GER,DF,Union Berlin,31,1992,21.3,1,8,4,50.0,0.38,0.19,0.13,0.25,0,1,bundesliga,2023-2024
237,Gregor Kobel,ch SUI,GK,Dortmund,25,1997,26.3,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
238,Robin Koch,de GER,DF,Eintracht Frankfurt,27,1996,30.4,2,24,5,20.8,0.79,0.16,0.08,0.4,0,0,bundesliga,2023-2024
239,Dominik Kohr,de GER,"DF,MF",Mainz 05,29,1994,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,0,0,bundesliga,2023-2024
240,Randal Kolo Muani,fr FRA,FW,Eintracht Frankfurt,24,1998,1.7,1,5,1,20.0,2.94,0.59,0.2,1.0,0,0,bundesliga,2023-2024
241,Mert Kömür,de GER,FW,Augsburg,18,2005,1.3,1,2,1,50.0,1.53,0.76,0.5,1.0,0,0,bundesliga,2023-2024
242,Manu Koné,fr FRA,MF,Gladbach,22,2001,17.3,1,24,8,33.3,1.38,0.46,0.04,0.13,0,0,bundesliga,2023-2024
243,Odilon Kossounou,ci CIV,DF,Leverkusen,22,2001,20.1,1,5,1,20.0,0.25,0.05,0.2,1.0,0,0,bundesliga,2023-2024
244,Tomáš Koubek,cz CZE,GK,Augsburg,30,1992,3.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
245,Matej Kovar,cz CZE,GK,Leverkusen,23,2000,1.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
246,Dawid Kownacki,pl POL,FW,Werder Bremen,26,1997,4.2,0,19,4,21.1,4.5,0.95,0.0,0.0,0,0,bundesliga,2023-2024
247,Alex Král,cz CZE,MF,Union Berlin,25,1998,15.2,0,18,5,27.8,1.18,0.33,0.0,0.0,0,0,bundesliga,2023-2024
248,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32,1991,24.4,15,69,34,49.3,2.82,1.39,0.14,0.29,5,5,bundesliga,2023-2024
249,Christoph Kramer,de GER,MF,Gladbach,32,1991,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0,bundesliga,2023-2024
250,Frans Krätzig,de GER,"DF,MF",Bayern Munich,20,2003,0.6,0,2,2,100.0,3.21,3.21,0.0,0.0,0,0,bundesliga,2023-2024
251,Tom Krauß,de GER,MF,Mainz 05,22,2001,15.0,1,18,2,11.1,1.2,0.13,0.06,0.5,0,0,bundesliga,2023-2024
252,Lukas Kübler,de GER,DF,Freiburg,30,1992,20.5,1,8,3,37.5,0.39,0.15,0.13,0.33,0,0,bundesliga,2023-2024
253,Mahmut Kücüksahin,,DF,Augsburg,19,2004,0.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
254,Christian Kühlwetter,de GER,"FW,MF",Heidenheim,27,1996,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
255,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,25,1998,3.1,0,14,3,21.4,4.48,0.96,0.0,0.0,0,0,bundesliga,2023-2024
256,Maxence Lacroix,fr FRA,DF,Wolfsburg,23,2000,26.2,4,12,8,66.7,0.46,0.3,0.33,0.5,0,0,bundesliga,2023-2024
257,Aïssa Laïdouni,tn TUN,MF,Union Berlin,26,1996,11.9,0,13,5,38.5,1.09,0.42,0.0,0.0,0,0,bundesliga,2023-2024
258,Konrad Laimer,at AUT,"MF,DF",Bayern Munich,26,1997,19.7,0,17,5,29.4,0.86,0.25,0.0,0.0,0,0,bundesliga,2023-2024
259,Stefan Lainer,at AUT,"MF,DF",Gladbach,30,1992,8.3,0,3,0,0.0,0.36,0.0,0.0,,0,0,bundesliga,2023-2024
260,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,19,2004,21.0,2,10,4,40.0,0.48,0.19,0.2,0.5,0,0,bundesliga,2023-2024
261,Diogo Leite,pt POR,DF,Union Berlin,24,1999,30.0,0,12,4,33.3,0.4,0.13,0.0,0.0,0,0,bundesliga,2023-2024
262,Maxim Leitsch,de GER,DF,Mainz 05,25,1998,4.2,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
263,Christopher Lenz,de GER,"DF,MF",RB Leipzig,28,1994,0.5,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
264,Christopher Lenz,de GER,"DF,MF",Eintracht Frankfurt,28,1994,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
265,Jamie Leweling,de GER,MF,Stuttgart,22,2001,16.9,4,43,22,51.2,2.54,1.3,0.09,0.18,0,0,bundesliga,2023-2024
266,Philipp Lienhart,at AUT,DF,Freiburg,27,1996,14.1,1,7,3,42.9,0.5,0.21,0.14,0.33,0,0,bundesliga,2023-2024
267,Matthijs de Ligt,nl NED,DF,Bayern Munich,23,1999,15.4,2,14,7,50.0,0.91,0.45,0.14,0.29,0,0,bundesliga,2023-2024
268,Jesper Lindstrøm,dk DEN,FW,Eintracht Frankfurt,23,2000,0.9,0,1,0,0.0,1.08,0.0,0.0,,0,0,bundesliga,2023-2024
269,Dejan Ljubicic,at AUT,MF,Köln,25,1997,22.8,0,38,10,26.3,1.67,0.44,0.0,0.0,0,0,bundesliga,2023-2024
270,Noah Loosli,ch SUI,DF,Bochum,26,1997,3.8,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
271,Anthony Losilla,fr FRA,MF,Bochum,37,1986,28.6,1,27,6,22.2,0.94,0.21,0.04,0.17,0,0,bundesliga,2023-2024
272,Castello Lukeba,fr FRA,DF,RB Leipzig,20,2002,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,0,0,bundesliga,2023-2024
273,Andreas Luthe,de GER,GK,Bochum,36,1987,1.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
274,Senne Lynen,be BEL,MF,Werder Bremen,24,1999,20.0,0,12,2,16.7,0.6,0.1,0.0,0.0,0,0,bundesliga,2023-2024
275,Ian Maatsen,nl NED,DF,Dortmund,21,2002,14.0,2,11,4,36.4,0.78,0.28,0.18,0.5,0,0,bundesliga,2023-2024
276,Matej Maglica,hr CRO,DF,Darmstadt 98,24,1998,18.9,1,10,2,20.0,0.53,0.11,0.1,0.5,0,0,bundesliga,2023-2024
277,Arne Maier,de GER,"MF,FW",Augsburg,24,1999,11.1,2,22,5,22.7,1.97,0.45,0.09,0.4,0,0,bundesliga,2023-2024
278,Linton Maina,de GER,MF,Köln,24,1999,21.1,1,33,11,33.3,1.56,0.52,0.03,0.09,0,0,bundesliga,2023-2024
279,Patrick Mainka,de GER,DF,Heidenheim,28,1994,34.0,2,29,7,24.1,0.85,0.21,0.07,0.29,0,0,bundesliga,2023-2024
280,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25,1998,23.4,5,37,12,32.4,1.58,0.51,0.08,0.25,2,2,bundesliga,2023-2024
281,Jordy Makengo,fr FRA,"DF,MF",Freiburg,21,2001,11.4,0,3,0,0.0,0.26,0.0,0.0,,0,0,bundesliga,2023-2024
282,Julián Malatini,ar ARG,DF,Werder Bremen,22,2001,6.7,1,3,1,33.3,0.45,0.15,0.33,1.0,0,0,bundesliga,2023-2024
283,Donyell Malen,nl NED,"MF,FW",Dortmund,24,1999,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,0,0,bundesliga,2023-2024
284,Lennard Maloney,us USA,MF,Heidenheim,23,1999,25.4,1,14,3,21.4,0.55,0.12,0.07,0.33,0,0,bundesliga,2023-2024
285,David Mamutovic,de GER,MF,Mainz 05,22,2000,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
286,Braydon Manu,gh GHA,MF,Darmstadt 98,26,1997,1.9,0,5,1,20.0,2.63,0.53,0.0,0.0,0,0,bundesliga,2023-2024
287,Omar Marmoush,eg EGY,"FW,MF",Eintracht Frankfurt,24,1999,25.6,12,78,33,42.3,3.05,1.29,0.13,0.3,2,2,bundesliga,2023-2024
288,Eric Martel,de GER,MF,Köln,21,2002,27.3,1,27,9,33.3,0.99,0.33,0.04,0.11,0,0,bundesliga,2023-2024
289,Erhan Mašović,rs SRB,"DF,MF",Bochum,24,1998,24.7,0,17,3,17.6,0.69,0.12,0.0,0.0,0,0,bundesliga,2023-2024
290,Roberto Massimo,de GER,"FW,MF",Stuttgart,22,2000,0.9,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
291,Jean Mattéo Bahoya,fr FRA,MF,Eintracht Frankfurt,18,2005,2.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
292,Philipp Max,de GER,"MF,DF",Eintracht Frankfurt,29,1993,15.0,1,8,2,25.0,0.53,0.13,0.13,0.5,0,0,bundesliga,2023-2024
293,Eric Maxim Choupo-Moting,cm CMR,MF,Bayern Munich,34,1989,8.0,2,26,12,46.2,3.26,1.51,0.08,0.17,0,0,bundesliga,2023-2024
294,Noussair Mazraoui,ma MAR,DF,Bayern Munich,25,1997,13.3,0,12,3,25.0,0.9,0.23,0.0,0.0,0,0,bundesliga,2023-2024
295,Kevin Mbabu,ch SUI,"DF,MF",Augsburg,28,1995,22.7,0,4,1,25.0,0.18,0.04,0.0,0.0,0,0,bundesliga,2023-2024
296,Noah Mbamba,be BEL,MF,Leverkusen,18,2005,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0,bundesliga,2023-2024
297,Nathanael Mbuku,cd COD,MF,Augsburg,21,2002,0.1,0,1,0,0.0,18.0,0.0,0.0,,0,0,bundesliga,2023-2024
298,Marvin Mehlem,de GER,MF,Darmstadt 98,25,1997,16.5,3,23,8,34.8,1.4,0.49,0.13,0.38,0,0,bundesliga,2023-2024
299,Thomas Meunier,be BEL,DF,Dortmund,31,1991,6.5,0,8,1,12.5,1.23,0.15,0.0,0.0,0,0,bundesliga,2023-2024
300,Alexander Meyer,de GER,GK,Dortmund,32,1991,7.7,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
301,Sven Michel,de GER,"FW,MF",Augsburg,33,1990,6.5,2,14,7,50.0,2.16,1.08,0.07,0.14,1,2,bundesliga,2023-2024
302,Enzo Millot,fr FRA,MF,Stuttgart,21,2002,24.9,5,39,18,46.2,1.57,0.72,0.1,0.22,1,1,bundesliga,2023-2024
303,Jovan Milošević,rs SRB,FW,Stuttgart,18,2005,0.3,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
304,Kim Min-jae,kr KOR,DF,Bayern Munich,26,1996,21.9,1,10,3,30.0,0.46,0.14,0.1,0.33,0,0,bundesliga,2023-2024
305,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,26,1997,23.4,2,21,6,28.6,0.9,0.26,0.1,0.33,0,0,bundesliga,2023-2024
306,Marko Mladenović,rs SRB,MF,Eintracht Frankfurt,18,2005,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
307,Max Moerstedt,de GER,FW,Hoffenheim,17,2006,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
308,Mateu Morey,es ESP,DF,Dortmund,23,2000,1.2,0,1,1,100.0,0.82,0.82,0.0,0.0,0,0,bundesliga,2023-2024
309,Youssoufa Moukoko,de GER,FW,Dortmund,18,2004,6.9,5,14,7,50.0,2.02,1.01,0.36,0.71,0,0,bundesliga,2023-2024
310,Andreas Müller,de GER,MF,Darmstadt 98,23,2000,3.9,0,3,1,33.3,0.77,0.26,0.0,0.0,0,0,bundesliga,2023-2024
311,Jannik Müller,de GER,DF,Darmstadt 98,29,1994,12.6,0,3,0,0.0,0.24,0.0,0.0,,0,0,bundesliga,2023-2024
312,Kevin Müller,de GER,GK,Heidenheim,32,1991,34.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
313,Marcus Müller,de GER,FW,Mainz 05,20,2002,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0,bundesliga,2023-2024
314,Thomas Müller,de GER,MF,Bayern Munich,33,1989,18.4,5,35,13,37.1,1.9,0.71,0.14,0.38,0,0,bundesliga,2023-2024
315,Jamal Musiala,de GER,MF,Bayern Munich,20,2003,19.5,10,58,21,36.2,2.97,1.08,0.17,0.48,0,0,bundesliga,2023-2024
316,Florent Muslija,xk KVX,"FW,MF",Freiburg,25,1998,1.2,0,2,1,50.0,1.71,0.86,0.0,0.0,0,0,bundesliga,2023-2024
317,Phillipp Mwene,at AUT,"MF,DF",Mainz 05,29,1994,22.2,1,24,9,37.5,1.08,0.41,0.04,0.11,0,0,bundesliga,2023-2024
318,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,26,1997,27.2,2,20,6,30.0,0.73,0.22,0.1,0.33,0,0,bundesliga,2023-2024
319,Nathan N'Goumou,cm CMR,"MF,FW",Gladbach,23,2000,15.4,5,30,12,40.0,1.95,0.78,0.17,0.42,0,0,bundesliga,2023-2024
320,Stanley N'Soki,fr FRA,"DF,MF",Hoffenheim,24,1999,7.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
321,Luca Netz,de GER,"MF,DF",Gladbach,20,2003,24.7,0,17,5,29.4,0.69,0.2,0.0,0.0,0,0,bundesliga,2023-2024
322,Manuel Neuer,de GER,GK,Bayern Munich,37,1986,22.8,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
323,Florian Neuhaus,de GER,MF,Gladbach,26,1997,13.6,4,38,16,42.1,2.79,1.18,0.08,0.19,1,1,bundesliga,2023-2024
324,Jessic Ngankam,de GER,"MF,FW",Mainz 05,23,2000,2.0,0,7,1,14.3,3.42,0.49,0.0,0.0,0,0,bundesliga,2023-2024
325,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,23,2000,3.1,0,8,4,50.0,2.57,1.29,0.0,0.0,0,1,bundesliga,2023-2024
326,Moritz Nicolas,de GER,GK,Gladbach,25,1997,27.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
327,Justin Njinmah,de GER,FW,Werder Bremen,22,2000,11.3,6,33,14,42.4,2.92,1.24,0.18,0.43,0,0,bundesliga,2023-2024
328,Niels Nkounkou,fr FRA,"MF,DF",Eintracht Frankfurt,22,2000,14.5,3,22,7,31.8,1.51,0.48,0.14,0.43,0,0,bundesliga,2023-2024
329,Felix Nmecha,de GER,MF,Dortmund,22,2000,11.3,1,23,3,13.0,2.03,0.26,0.04,0.33,0,0,bundesliga,2023-2024
330,Lukas Nmecha,de GER,FW,Wolfsburg,24,1998,0.5,1,1,1,100.0,2.14,2.14,1.0,1.0,0,0,bundesliga,2023-2024
331,Jonathan Norbye,no NOR,DF,RB Leipzig,16,2007,0.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
332,Alexander Nübel,de GER,GK,Stuttgart,26,1996,30.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
333,Kasim Nuhu,gh GHA,DF,Hoffenheim,28,1995,0.1,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
334,Fabian Nürnberger,bg BUL,MF,Darmstadt 98,24,1999,16.8,1,19,6,31.6,1.13,0.36,0.05,0.17,0,0,bundesliga,2023-2024
335,Tim Oermann,de GER,DF,Bochum,19,2003,7.9,0,5,0,0.0,0.63,0.0,0.0,,0,0,bundesliga,2023-2024
336,Masaya Okugawa,jp JPN,"FW,MF",Augsburg,27,1996,0.4,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
337,Finn Ole Becker,de GER,MF,Hoffenheim,23,2000,6.7,0,6,1,16.7,0.89,0.15,0.0,0.0,0,0,bundesliga,2023-2024
338,Mathias Olesen,lu LUX,MF,Köln,22,2001,1.2,0,1,0,0.0,0.8,0.0,0.0,,0,0,bundesliga,2023-2024
339,Dani Olmo,es ESP,MF,RB Leipzig,25,1998,16.1,4,45,14,31.1,2.8,0.87,0.09,0.29,0,0,bundesliga,2023-2024
340,Jonas Omlin,ch SUI,GK,Gladbach,29,1994,7.0,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
341,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31,1992,16.6,1,33,7,21.2,1.99,0.42,0.03,0.14,0,0,bundesliga,2023-2024
342,Loïs Openda,be BEL,FW,RB Leipzig,23,2000,30.0,24,121,62,51.2,4.04,2.07,0.18,0.35,2,3,bundesliga,2023-2024
343,Leon Opitz,de GER,MF,Werder Bremen,18,2005,0.2,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
344,Willi Orban,hu HUN,DF,RB Leipzig,30,1992,17.6,0,7,2,28.6,0.4,0.11,0.0,0.0,0,0,bundesliga,2023-2024
345,Ivan Ordets,ua UKR,DF,Bochum,31,1992,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,0,0,bundesliga,2023-2024
346,Patrick Osterhage,de GER,MF,Bochum,23,2000,20.7,2,21,3,14.3,1.02,0.15,0.1,0.67,0,0,bundesliga,2023-2024
347,Salih Özcan,tr TUR,MF,Dortmund,25,1998,13.2,0,5,2,40.0,0.38,0.15,0.0,0.0,0,0,bundesliga,2023-2024
348,Willian Pacho,ec ECU,DF,Eintracht Frankfurt,21,2001,33.0,0,10,2,20.0,0.3,0.06,0.0,0.0,0,0,bundesliga,2023-2024
349,Gonçalo Paciência,pt POR,FW,Bochum,28,1994,7.2,3,39,13,33.3,5.4,1.8,0.08,0.23,0,0,bundesliga,2023-2024
350,Exequiel Palacios,ar ARG,MF,Leverkusen,24,1998,20.3,4,21,7,33.3,1.03,0.34,0.1,0.29,2,2,bundesliga,2023-2024
351,Miloš Pantović,rs SRB,"FW,MF",Union Berlin,27,1996,0.2,1,1,1,100.0,6.0,6.0,1.0,1.0,0,0,bundesliga,2023-2024
352,Antonios Papadopoulos,de GER,DF,Dortmund,23,1999,1.3,0,0,0,,0.0,0.0,,,0,0,bundesliga,2023-2024
353,Merveille Papela,de GER,MF,Mainz 05,22,2001,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,0,0,bundesliga,2023-2024
354,Leart Paqarada,xk KVX,DF,Köln,28,1994,11.9,0,10,4,40.0,0.84,0.33,0.0,0.0,0,0,bundesliga,2023-2024
355,Kevin Paredes,us USA,"MF,DF",Wolfsburg,20,2003,15.9,3,19,8,42.1,1.19,0.5,0.16,0.38,0,0,bundesliga,2023-2024
356,Felix Passlack,de GER,"DF,MF",Bochum,25,1998,10.7,2,14,3,21.4,1.31,0.28,0.14,0.67,0,0,bundesliga,2023-2024
