Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,league,season
254,Yannik Keitel,de GER,"DF,MF",Freiburg,23,2000,15,920.0,61.0,30.1,10.2,11,80.0,7,4,9.0,10,1.53,13.0,13.0,0.0,0.0,0.55,bundesliga,2023-2024
255,Thomas Keller,de GER,"DF,MF",Heidenheim,23,1999,2,2.0,1.0,0.1,0.0,0,,0,2,1.0,4,3.0,0.0,0.0,0.0,0.0,0.15,bundesliga,2023-2024
256,Aljoscha Kemlein,de GER,MF,Union Berlin,18,2004,2,29.0,15.0,0.9,0.3,0,,0,2,15.0,4,3.0,2.0,0.0,2.0,6.21,7.01,bundesliga,2023-2024
257,Tobias Kempe,de GER,MF,Darmstadt 98,34,1989,24,1350.0,56.0,44.1,15.0,15,79.0,5,9,19.0,5,0.54,19.0,34.0,-15.0,-1.0,1.16,bundesliga,2023-2024
258,Rani Khedira,de GER,MF,Union Berlin,29,1994,20,1343.0,67.0,43.9,14.9,18,73.0,8,2,19.0,1,1.1,16.0,19.0,-3.0,-0.2,0.95,bundesliga,2023-2024
259,Luca Kilian,de GER,DF,Köln,23,1999,13,635.0,49.0,20.8,7.1,6,80.0,4,7,22.0,12,0.77,4.0,14.0,-10.0,-1.42,-0.6,bundesliga,2023-2024
260,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,28,1995,28,2176.0,78.0,71.1,24.2,27,79.0,17,1,31.0,0,1.93,62.0,31.0,31.0,1.28,-0.55,bundesliga,2023-2024
261,Christoph Klarer,at AUT,DF,Darmstadt 98,23,2000,30,2354.0,78.0,76.9,26.2,28,83.0,22,2,14.0,1,0.47,24.0,65.0,-41.0,-1.57,0.34,bundesliga,2023-2024
262,Tim Kleindienst,de GER,FW,Heidenheim,27,1995,33,2869.0,87.0,93.8,31.9,33,87.0,23,0,,0,1.24,49.0,53.0,-4.0,-0.13,0.35,bundesliga,2023-2024
263,Niklas Klinger,de GER,GK,Wolfsburg,27,1995,0,,,,,0,,0,0,,7,,,,,,,bundesliga,2023-2024
264,Lukas Klostermann,de GER,DF,RB Leipzig,27,1996,25,1436.0,57.0,46.9,16.0,16,84.0,13,9,10.0,4,2.04,34.0,22.0,12.0,0.75,-0.69,bundesliga,2023-2024
265,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,21,2002,31,2109.0,68.0,68.9,23.4,24,78.0,5,7,35.0,1,1.35,35.0,37.0,-2.0,-0.09,-0.37,bundesliga,2023-2024
266,Robin Knoche,de GER,DF,Union Berlin,31,1992,24,1917.0,80.0,62.6,21.3,20,89.0,18,4,33.0,7,1.08,25.0,32.0,-7.0,-0.33,1.09,bundesliga,2023-2024
267,Matthias Köbbing,de GER,GK,Köln,26,1997,0,,,,,0,,0,0,,10,,,,,,,bundesliga,2023-2024
268,Gregor Kobel,ch SUI,GK,Dortmund,25,1997,27,2365.0,88.0,77.3,26.3,27,88.0,26,0,,0,1.85,53.0,34.0,19.0,0.72,-0.05,bundesliga,2023-2024
269,Robin Koch,de GER,DF,Eintracht Frankfurt,27,1996,31,2738.0,88.0,89.5,30.4,31,88.0,29,0,,0,1.45,45.0,43.0,2.0,0.07,0.35,bundesliga,2023-2024
270,Tim Köhler,de GER,DF,RB Leipzig,18,2005,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2023-2024
271,Dominik Kohr,de GER,"DF,MF",Mainz 05,29,1994,31,2184.0,70.0,71.4,24.3,27,79.0,16,4,10.0,0,1.06,24.0,34.0,-10.0,-0.41,-0.21,bundesliga,2023-2024
272,Randal Kolo Muani,fr FRA,FW,Eintracht Frankfurt,24,1998,2,153.0,77.0,5.0,1.7,2,77.0,0,0,,0,2.0,1.0,1.0,0.0,0.0,-0.03,bundesliga,2023-2024
273,Mert Kömür,de GER,FW,Augsburg,18,2005,4,118.0,30.0,3.9,1.3,1,73.0,0,3,15.0,8,0.75,2.0,3.0,-1.0,-0.76,-0.49,bundesliga,2023-2024
274,Manu Koné,fr FRA,MF,Gladbach,22,2001,22,1561.0,71.0,51.0,17.3,18,83.0,7,4,19.0,1,1.0,25.0,30.0,-5.0,-0.29,0.07,bundesliga,2023-2024
275,Odilon Kossounou,ci CIV,DF,Leverkusen,22,2001,22,1811.0,82.0,59.2,20.1,21,86.0,18,1,3.0,7,2.64,58.0,14.0,44.0,2.19,0.67,bundesliga,2023-2024
276,Tomáš Koubek,cz CZE,GK,Augsburg,30,1992,3,270.0,90.0,8.8,3.0,3,90.0,3,0,,31,0.0,2.0,8.0,-6.0,-2.0,-1.87,bundesliga,2023-2024
277,Matej Kovar,cz CZE,GK,Leverkusen,23,2000,1,90.0,90.0,2.9,1.0,1,90.0,1,0,,32,1.0,0.0,0.0,0.0,0.0,-1.97,bundesliga,2023-2024
278,Dawid Kownacki,pl POL,FW,Werder Bremen,26,1997,22,380.0,17.0,12.4,4.2,3,62.0,0,19,10.0,10,0.95,9.0,9.0,0.0,0.0,0.2,bundesliga,2023-2024
279,Alex Král,cz CZE,MF,Union Berlin,25,1998,24,1370.0,57.0,44.8,15.2,13,81.0,9,11,28.0,6,1.0,15.0,22.0,-7.0,-0.46,0.5,bundesliga,2023-2024
280,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32,1991,30,2199.0,73.0,71.9,24.4,25,83.0,12,5,23.0,1,1.23,52.0,44.0,8.0,0.33,1.16,bundesliga,2023-2024
281,Christoph Kramer,de GER,MF,Gladbach,32,1991,14,249.0,18.0,8.1,2.8,1,58.0,0,13,15.0,6,1.47,3.0,10.0,-7.0,-2.53,-2.4,bundesliga,2023-2024
282,Frans Krätzig,de GER,"DF,MF",Bayern Munich,20,2003,4,56.0,14.0,1.8,0.6,0,,0,4,14.0,16,3.0,6.0,0.0,6.0,9.64,8.35,bundesliga,2023-2024
283,Tom Krauß,de GER,MF,Mainz 05,22,2001,29,1346.0,46.0,44.0,15.0,13,79.0,3,16,20.0,3,0.9,17.0,25.0,-8.0,-0.53,-0.32,bundesliga,2023-2024
284,Lukas Kübler,de GER,DF,Freiburg,30,1992,26,1847.0,71.0,60.4,20.5,22,81.0,14,4,14.0,3,1.27,25.0,37.0,-12.0,-0.58,-0.51,bundesliga,2023-2024
285,Mahmut Kücüksahin,,DF,Augsburg,19,2004,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.29,bundesliga,2023-2024
286,Christian Kühlwetter,de GER,"FW,MF",Heidenheim,27,1996,1,8.0,8.0,0.3,0.1,0,,0,1,8.0,8,3.0,1.0,0.0,1.0,11.25,11.43,bundesliga,2023-2024
287,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,25,1998,11,281.0,26.0,9.2,3.1,2,63.0,0,9,17.0,6,1.36,3.0,7.0,-4.0,-1.28,-0.37,bundesliga,2023-2024
288,Maxence Lacroix,fr FRA,DF,Wolfsburg,23,2000,28,2362.0,84.0,77.2,26.2,27,87.0,23,1,15.0,0,1.25,33.0,40.0,-7.0,-0.27,0.76,bundesliga,2023-2024
289,Aïssa Laïdouni,tn TUN,MF,Union Berlin,26,1996,23,1071.0,47.0,35.0,11.9,10,76.0,4,13,24.0,7,0.91,13.0,25.0,-12.0,-1.01,-0.42,bundesliga,2023-2024
290,Konrad Laimer,at AUT,"MF,DF",Bayern Munich,26,1997,29,1772.0,61.0,57.9,19.7,18,83.0,12,11,25.0,1,2.28,61.0,25.0,36.0,1.83,0.92,bundesliga,2023-2024
291,Stefan Lainer,at AUT,"MF,DF",Gladbach,30,1992,15,751.0,50.0,24.5,8.3,8,73.0,2,7,24.0,2,0.8,13.0,18.0,-5.0,-0.6,-0.37,bundesliga,2023-2024
292,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,19,2004,29,1886.0,65.0,61.6,21.0,21,81.0,13,8,22.0,1,1.38,35.0,32.0,3.0,0.14,0.3,bundesliga,2023-2024
293,Diogo Leite,pt POR,DF,Union Berlin,24,1999,32,2702.0,84.0,88.3,30.0,31,86.0,25,1,27.0,0,1.0,26.0,49.0,-23.0,-0.77,-0.26,bundesliga,2023-2024
294,Maxim Leitsch,de GER,DF,Mainz 05,25,1998,7,379.0,54.0,12.4,4.2,4,85.0,3,3,13.0,1,1.0,5.0,2.0,3.0,0.71,1.22,bundesliga,2023-2024
295,Christopher Lenz,de GER,"DF,MF",RB Leipzig,28,1994,5,47.0,9.0,1.5,0.5,0,,0,5,9.0,21,2.6,2.0,0.0,2.0,3.83,2.75,bundesliga,2023-2024
296,Christopher Lenz,de GER,"DF,MF",Eintracht Frankfurt,28,1994,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,0,1.0,1.0,0.0,1.0,9.0,9.0,bundesliga,2023-2024
297,Jamie Leweling,de GER,MF,Stuttgart,22,2001,34,1523.0,45.0,49.8,16.9,17,71.0,1,17,18.0,0,2.15,34.0,16.0,18.0,1.06,-0.17,bundesliga,2023-2024
298,Philipp Lienhart,at AUT,DF,Freiburg,27,1996,15,1265.0,84.0,41.3,14.1,14,88.0,13,1,29.0,1,1.4,17.0,23.0,-6.0,-0.43,-0.08,bundesliga,2023-2024
299,Matthijs de Ligt,nl NED,DF,Bayern Munich,23,1999,22,1390.0,63.0,45.4,15.4,16,82.0,12,6,14.0,4,2.36,48.0,21.0,27.0,1.75,0.56,bundesliga,2023-2024
300,Dimitris Limnios,gr GRE,"FW,MF",Köln,25,1998,0,,,,,0,,0,0,,4,,,,,,,bundesliga,2023-2024
301,Jesper Lindstrøm,dk DEN,FW,Eintracht Frankfurt,23,2000,1,83.0,83.0,2.7,0.9,1,83.0,0,0,,1,3.0,1.0,0.0,1.0,1.08,1.08,bundesliga,2023-2024
302,Dejan Ljubicic,at AUT,MF,Köln,25,1997,26,2048.0,79.0,66.9,22.8,24,83.0,15,2,23.0,0,0.73,17.0,40.0,-23.0,-1.01,-0.21,bundesliga,2023-2024
303,Niklas Lomb,de GER,GK,Leverkusen,30,1993,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2023-2024
304,Noah Loosli,ch SUI,DF,Bochum,26,1997,10,346.0,35.0,11.3,3.8,2,90.0,2,8,21.0,16,1.4,3.0,9.0,-6.0,-1.56,-0.7,bundesliga,2023-2024
305,Jakob Löpping,de GER,MF,Werder Bremen,20,2003,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2023-2024
306,Anthony Losilla,fr FRA,MF,Bochum,37,1986,31,2576.0,83.0,84.2,28.6,31,83.0,19,0,,0,0.94,32.0,54.0,-22.0,-0.77,1.09,bundesliga,2023-2024
307,Marcel Lotka,pl POL,GK,Dortmund,22,2001,0,,,,,0,,0,0,,7,,,,,,,bundesliga,2023-2024
308,Castello Lukeba,fr FRA,DF,RB Leipzig,20,2002,32,2191.0,68.0,71.6,24.3,24,88.0,22,8,10.0,2,1.91,55.0,28.0,27.0,1.11,-0.03,bundesliga,2023-2024
309,Andreas Luthe,de GER,GK,Bochum,36,1987,1,90.0,90.0,2.9,1.0,1,90.0,1,0,,11,0.0,1.0,4.0,-3.0,-3.0,-2.12,bundesliga,2023-2024
310,Senne Lynen,be BEL,MF,Werder Bremen,24,1999,32,1797.0,56.0,58.7,20.0,20,80.0,10,12,16.0,1,1.31,29.0,28.0,1.0,0.05,0.55,bundesliga,2023-2024
311,Ian Maatsen,nl NED,DF,Dortmund,21,2002,16,1264.0,79.0,41.3,14.0,15,81.0,8,1,45.0,0,2.06,30.0,9.0,21.0,1.5,1.29,bundesliga,2023-2024
312,Matej Maglica,hr CRO,DF,Darmstadt 98,24,1998,26,1698.0,65.0,55.5,18.9,21,78.0,13,5,13.0,1,0.58,16.0,41.0,-25.0,-1.33,0.72,bundesliga,2023-2024
313,Arne Maier,de GER,"MF,FW",Augsburg,24,1999,22,1003.0,46.0,32.8,11.1,10,77.0,3,12,19.0,5,1.0,20.0,19.0,1.0,0.09,0.57,bundesliga,2023-2024
314,Linton Maina,de GER,MF,Köln,24,1999,31,1901.0,61.0,62.1,21.1,21,75.0,5,10,32.0,0,0.87,18.0,35.0,-17.0,-0.8,0.36,bundesliga,2023-2024
315,Patrick Mainka,de GER,DF,Heidenheim,28,1994,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.24,50.0,55.0,-5.0,-0.15,,bundesliga,2023-2024
316,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25,1998,32,2106.0,66.0,68.8,23.4,25,76.0,4,7,30.0,2,0.97,32.0,38.0,-6.0,-0.26,0.59,bundesliga,2023-2024
317,Jordy Makengo,fr FRA,"DF,MF",Freiburg,21,2001,20,1026.0,51.0,33.5,11.4,10,82.0,5,10,21.0,7,1.25,13.0,17.0,-4.0,-0.35,0.05,bundesliga,2023-2024
318,Julián Malatini,ar ARG,DF,Werder Bremen,22,2001,11,602.0,55.0,19.7,6.7,6,85.0,4,5,19.0,6,1.27,6.0,13.0,-7.0,-1.05,-1.08,bundesliga,2023-2024
319,Donyell Malen,nl NED,"MF,FW",Dortmund,24,1999,27,1781.0,66.0,58.2,19.8,21,77.0,10,6,29.0,2,2.0,43.0,25.0,18.0,0.91,0.42,bundesliga,2023-2024
320,Lennard Maloney,us USA,MF,Heidenheim,23,1999,29,2284.0,79.0,74.6,25.4,27,84.0,17,2,13.0,0,1.28,35.0,44.0,-9.0,-0.35,-0.82,bundesliga,2023-2024
321,David Mamutovic,de GER,MF,Mainz 05,22,2000,2,11.0,6.0,0.4,0.1,0,,0,2,6.0,16,0.0,0.0,0.0,0.0,0.0,0.35,bundesliga,2023-2024
322,Braydon Manu,gh GHA,MF,Darmstadt 98,26,1997,4,171.0,43.0,5.6,1.9,3,52.0,0,1,15.0,0,0.25,1.0,6.0,-5.0,-2.63,-1.04,bundesliga,2023-2024
323,Omar Marmoush,eg EGY,"FW,MF",Eintracht Frankfurt,24,1999,29,2301.0,79.0,75.2,25.6,27,83.0,15,2,26.0,0,1.38,43.0,41.0,2.0,0.08,0.2,bundesliga,2023-2024
324,Eric Martel,de GER,MF,Köln,21,2002,30,2457.0,82.0,80.3,27.3,29,84.0,20,1,25.0,0,0.9,21.0,46.0,-25.0,-0.92,0.13,bundesliga,2023-2024
325,Erhan Mašović,rs SRB,"DF,MF",Bochum,24,1998,29,2219.0,77.0,72.5,24.7,24,87.0,21,5,24.0,3,1.0,25.0,53.0,-28.0,-1.14,-0.71,bundesliga,2023-2024
326,Roberto Massimo,de GER,"FW,MF",Stuttgart,22,2000,5,84.0,17.0,2.7,0.9,0,,0,5,17.0,7,1.8,1.0,2.0,-1.0,-1.07,-2.28,bundesliga,2023-2024
327,Jean Mattéo Bahoya,fr FRA,MF,Eintracht Frankfurt,18,2005,8,177.0,22.0,5.8,2.0,1,64.0,0,7,16.0,1,0.5,2.0,6.0,-4.0,-2.03,-2.19,bundesliga,2023-2024
328,Philipp Max,de GER,"MF,DF",Eintracht Frankfurt,29,1993,23,1350.0,59.0,44.1,15.0,17,73.0,3,6,18.0,11,1.52,22.0,22.0,0.0,0.0,-0.05,bundesliga,2023-2024
329,Eric Maxim Choupo-Moting,cm CMR,MF,Bayern Munich,34,1989,27,717.0,27.0,23.4,8.0,7,76.0,3,20,9.0,5,2.0,27.0,19.0,8.0,1.0,-0.57,bundesliga,2023-2024
330,Noussair Mazraoui,ma MAR,DF,Bayern Munich,25,1997,19,1197.0,63.0,39.1,13.3,15,73.0,8,4,24.0,2,2.11,40.0,16.0,24.0,1.8,0.6,bundesliga,2023-2024
331,Kevin Mbabu,ch SUI,"DF,MF",Augsburg,28,1995,25,2047.0,82.0,66.9,22.7,22,88.0,18,3,41.0,1,1.12,28.0,37.0,-9.0,-0.4,-0.31,bundesliga,2023-2024
332,Noah Mbamba,be BEL,MF,Leverkusen,18,2005,3,16.0,5.0,0.5,0.2,0,,0,3,5.0,13,3.0,1.0,0.0,1.0,5.63,3.73,bundesliga,2023-2024
333,Nathanael Mbuku,cd COD,MF,Augsburg,21,2002,1,5.0,5.0,0.2,0.1,0,,0,1,5.0,5,0.0,0.0,0.0,0.0,0.0,0.29,bundesliga,2023-2024
334,Marvin Mehlem,de GER,MF,Darmstadt 98,25,1997,20,1482.0,74.0,48.4,16.5,19,77.0,6,1,24.0,1,0.55,16.0,38.0,-22.0,-1.34,0.6,bundesliga,2023-2024
335,Thomas Meunier,be BEL,DF,Dortmund,31,1991,8,586.0,73.0,19.2,6.5,7,83.0,4,1,7.0,2,1.63,13.0,5.0,8.0,1.23,0.61,bundesliga,2023-2024
336,Alexander Meyer,de GER,GK,Dortmund,32,1991,8,695.0,87.0,22.7,7.7,7,90.0,7,1,65.0,26,1.75,15.0,9.0,6.0,0.78,0.05,bundesliga,2023-2024
337,Sven Michel,de GER,"FW,MF",Augsburg,33,1990,22,583.0,27.0,19.1,6.5,5,64.0,0,17,15.0,8,1.09,12.0,15.0,-3.0,-0.46,-0.21,bundesliga,2023-2024
338,Enzo Millot,fr FRA,MF,Stuttgart,21,2002,31,2241.0,72.0,73.2,24.9,27,80.0,8,4,24.0,1,2.26,55.0,25.0,30.0,1.2,0.22,bundesliga,2023-2024
339,Jovan Milošević,rs SRB,FW,Stuttgart,18,2005,5,28.0,6.0,0.9,0.3,0,,0,5,6.0,10,2.4,0.0,0.0,0.0,0.0,-1.16,bundesliga,2023-2024
340,Kim Min-jae,kr KOR,DF,Bayern Munich,26,1996,25,1970.0,79.0,64.4,21.9,22,86.0,18,3,24.0,3,2.16,61.0,28.0,33.0,1.51,0.19,bundesliga,2023-2024
341,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,26,1997,31,2103.0,68.0,68.7,23.4,23,85.0,16,8,18.0,2,2.16,53.0,24.0,29.0,1.24,0.3,bundesliga,2023-2024
342,Marko Mladenović,rs SRB,MF,Eintracht Frankfurt,18,2005,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,-0.03,bundesliga,2023-2024
343,Max Moerstedt,de GER,FW,Hoffenheim,17,2006,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,3,1.0,1.0,0.0,1.0,7.5,7.53,bundesliga,2023-2024
344,Mateu Morey,es ESP,DF,Dortmund,23,2000,3,110.0,37.0,3.6,1.2,2,54.0,0,1,3.0,11,2.0,4.0,4.0,0.0,0.0,-0.76,bundesliga,2023-2024
345,Ilaix Moriba,gn GUI,MF,RB Leipzig,20,2003,0,,,,,0,,0,0,,6,,,,,,,bundesliga,2023-2024
346,Youssoufa Moukoko,de GER,FW,Dortmund,18,2004,20,625.0,31.0,20.4,6.9,4,80.0,2,16,19.0,10,1.6,18.0,11.0,7.0,1.01,0.34,bundesliga,2023-2024
347,Andreas Müller,de GER,MF,Darmstadt 98,23,2000,11,349.0,32.0,11.4,3.9,2,45.0,0,9,29.0,11,0.55,3.0,7.0,-4.0,-1.03,0.69,bundesliga,2023-2024
348,Florian Müller,de GER,GK,Freiburg,25,1997,0,,,,,0,,0,0,,34,,,,,,,bundesliga,2023-2024
349,Jannik Müller,de GER,DF,Darmstadt 98,29,1994,16,1134.0,71.0,37.1,12.6,12,83.0,9,4,36.0,11,0.69,13.0,30.0,-17.0,-1.35,0.47,bundesliga,2023-2024
350,Kevin Müller,de GER,GK,Heidenheim,32,1991,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.24,50.0,55.0,-5.0,-0.15,,bundesliga,2023-2024
351,Marcus Müller,de GER,FW,Mainz 05,20,2002,1,18.0,18.0,0.6,0.2,0,,0,1,18.0,2,0.0,0.0,0.0,0.0,0.0,0.36,bundesliga,2023-2024
352,Thomas Müller,de GER,MF,Bayern Munich,33,1989,31,1654.0,53.0,54.1,18.4,20,74.0,4,11,16.0,3,2.19,51.0,22.0,29.0,1.58,0.3,bundesliga,2023-2024
353,Tim Müller,de GER,DF,Mainz 05,18,2004,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2023-2024
354,Reno Münz,de GER,DF,Leverkusen,17,2005,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2023-2024
355,Jamal Musiala,de GER,MF,Bayern Munich,20,2003,24,1755.0,73.0,57.4,19.5,20,82.0,4,4,28.0,1,2.0,54.0,21.0,33.0,1.69,0.59,bundesliga,2023-2024
356,Florent Muslija,xk KVX,"FW,MF",Freiburg,25,1998,10,105.0,11.0,3.4,1.2,0,,0,10,11.0,6,1.1,3.0,2.0,1.0,0.86,1.28,bundesliga,2023-2024
357,Phillipp Mwene,at AUT,"MF,DF",Mainz 05,29,1994,23,1996.0,87.0,65.2,22.2,23,87.0,16,0,,2,1.09,24.0,26.0,-2.0,-0.09,0.76,bundesliga,2023-2024
358,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,26,1997,30,2452.0,82.0,80.1,27.2,27,87.0,22,3,33.0,1,1.03,34.0,44.0,-10.0,-0.37,0.37,bundesliga,2023-2024
359,Nathan N'Goumou,cm CMR,"MF,FW",Gladbach,23,2000,32,1385.0,43.0,45.3,15.4,14,70.0,0,18,23.0,2,0.94,27.0,31.0,-4.0,-0.26,0.12,bundesliga,2023-2024
360,Stanley N'Soki,fr FRA,"DF,MF",Hoffenheim,24,1999,11,631.0,57.0,20.6,7.0,7,78.0,4,4,21.0,3,0.82,7.0,14.0,-7.0,-1.0,-1.26,bundesliga,2023-2024
361,Luca Netz,de GER,"MF,DF",Gladbach,20,2003,30,2225.0,74.0,72.7,24.7,25,82.0,14,5,33.0,1,1.0,40.0,42.0,-2.0,-0.08,0.89,bundesliga,2023-2024
362,Manuel Neuer,de GER,GK,Bayern Munich,37,1986,23,2053.0,89.0,67.1,22.8,23,89.0,22,0,,0,2.13,64.0,33.0,31.0,1.36,-0.25,bundesliga,2023-2024
363,Florian Neuhaus,de GER,MF,Gladbach,26,1997,25,1224.0,49.0,40.0,13.6,15,71.0,2,10,16.0,7,1.04,22.0,24.0,-2.0,-0.15,0.29,bundesliga,2023-2024
364,Jessic Ngankam,de GER,"MF,FW",Mainz 05,23,2000,7,184.0,26.0,6.0,2.0,2,65.0,0,5,11.0,4,1.14,0.0,4.0,-4.0,-1.96,-1.71,bundesliga,2023-2024
365,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,23,2000,15,280.0,19.0,9.2,3.1,2,56.0,0,13,13.0,2,1.53,5.0,2.0,3.0,0.96,1.03,bundesliga,2023-2024
366,Moritz Nicolas,de GER,GK,Gladbach,25,1997,27,2430.0,90.0,79.4,27.0,27,90.0,27,0,,7,1.07,47.0,49.0,-2.0,-0.07,1.21,bundesliga,2023-2024
367,Justin Njinmah,de GER,FW,Werder Bremen,22,2000,24,1016.0,42.0,33.2,11.3,10,75.0,1,14,19.0,2,1.25,18.0,16.0,2.0,0.18,0.53,bundesliga,2023-2024
368,Noel Nkili,de GER,MF,Bayern Munich,17,2005,0,,,,,0,,0,0,,3,,,,,,,bundesliga,2023-2024
369,Niels Nkounkou,fr FRA,"MF,DF",Eintracht Frankfurt,22,2000,29,1309.0,45.0,42.8,14.5,13,77.0,6,16,20.0,2,1.24,20.0,18.0,2.0,0.14,0.19,bundesliga,2023-2024
370,Felix Nmecha,de GER,MF,Dortmund,22,2000,20,1021.0,51.0,33.4,11.3,10,78.0,4,10,24.0,0,1.95,25.0,17.0,8.0,0.71,-0.05,bundesliga,2023-2024
371,Lukas Nmecha,de GER,FW,Wolfsburg,24,1998,3,42.0,14.0,1.4,0.5,0,,0,3,14.0,0,0.67,1.0,1.0,0.0,0.0,0.45,bundesliga,2023-2024
372,Nahuel Noll,de GER,GK,Hoffenheim,20,2003,0,,,,,0,,0,0,,7,,,,,,,bundesliga,2023-2024
373,Jonathan Norbye,no NOR,DF,RB Leipzig,16,2007,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,-1.12,bundesliga,2023-2024
374,Hugo Novoa,es ESP,MF,RB Leipzig,20,2003,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2023-2024
375,Alexander Nübel,de GER,GK,Stuttgart,26,1996,30,2700.0,90.0,88.2,30.0,30,90.0,30,0,,0,2.1,69.0,36.0,33.0,1.1,-0.4,bundesliga,2023-2024
376,Kasim Nuhu,gh GHA,DF,Hoffenheim,28,1995,1,5.0,5.0,0.2,0.1,0,,0,1,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,bundesliga,2023-2024
377,Fabian Nürnberger,bg BUL,MF,Darmstadt 98,24,1999,21,1513.0,72.0,49.4,16.8,17,81.0,10,4,32.0,0,0.71,14.0,41.0,-27.0,-1.61,0.08,bundesliga,2023-2024
378,Tim Oermann,de GER,DF,Bochum,19,2003,16,714.0,45.0,23.3,7.9,8,71.0,3,8,18.0,2,1.38,12.0,13.0,-1.0,-0.13,1.06,bundesliga,2023-2024
379,Oluwaseun Ogbemudia,de GER,DF,Union Berlin,17,2006,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2023-2024
380,Masaya Okugawa,jp JPN,"FW,MF",Augsburg,27,1996,2,32.0,16.0,1.0,0.4,0,,0,2,16.0,3,1.5,2.0,0.0,2.0,5.63,5.98,bundesliga,2023-2024
381,Finn Ole Becker,de GER,MF,Hoffenheim,23,2000,22,606.0,28.0,19.8,6.7,5,70.0,0,17,15.0,10,1.5,14.0,18.0,-4.0,-0.59,-0.74,bundesliga,2023-2024
382,Mathias Olesen,lu LUX,MF,Köln,22,2001,6,112.0,19.0,3.7,1.2,0,,0,6,19.0,2,0.67,0.0,3.0,-3.0,-2.41,-1.53,bundesliga,2023-2024
383,Dani Olmo,es ESP,MF,RB Leipzig,25,1998,21,1449.0,69.0,47.4,16.1,17,82.0,7,4,16.0,0,2.0,41.0,20.0,21.0,1.3,0.35,bundesliga,2023-2024
384,Jan Olschowsky,de GER,GK,Gladbach,21,2001,0,,,,,0,,0,0,,23,,,,,,,bundesliga,2023-2024
385,Jonas Omlin,ch SUI,GK,Gladbach,29,1994,7,630.0,90.0,20.6,7.0,7,90.0,7,0,,1,0.71,9.0,18.0,-9.0,-1.29,-1.21,bundesliga,2023-2024
386,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31,1992,24,1493.0,62.0,48.8,16.6,17,81.0,6,7,18.0,2,0.88,13.0,21.0,-8.0,-0.48,-0.25,bundesliga,2023-2024
387,Francis Onyeka,de GER,FW,Leverkusen,16,2007,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2023-2024
388,Loïs Openda,be BEL,FW,RB Leipzig,23,2000,34,2697.0,79.0,88.1,30.0,33,81.0,13,1,26.0,0,1.91,69.0,33.0,36.0,1.2,0.71,bundesliga,2023-2024
389,Leon Opitz,de GER,MF,Werder Bremen,18,2005,3,18.0,6.0,0.6,0.2,0,,0,3,6.0,11,1.0,0.0,2.0,-2.0,-10.0,-9.88,bundesliga,2023-2024
390,Willi Orban,hu HUN,DF,RB Leipzig,30,1992,19,1582.0,83.0,51.7,17.6,18,88.0,16,1,6.0,0,2.0,45.0,17.0,28.0,1.59,0.98,bundesliga,2023-2024
391,Ivan Ordets,ua UKR,DF,Bochum,31,1992,24,1880.0,78.0,61.4,20.9,21,87.0,20,3,16.0,2,0.83,25.0,57.0,-32.0,-1.53,-1.53,bundesliga,2023-2024
392,Jordi Osei-Tutu,eng ENG,"DF,MF",Bochum,24,1998,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2023-2024
393,Patrick Osterhage,de GER,MF,Bochum,23,2000,24,1861.0,78.0,60.8,20.7,21,86.0,15,3,18.0,3,1.0,22.0,36.0,-14.0,-0.68,0.67,bundesliga,2023-2024
