Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
188,Hiroki Ito,jp JPN,DF,Bayern Munich,25,1999,2.8,1,0,0,2,3,0,2,4,0,,,0,bundesliga,2024-2025
189,Marko Ivezić,rs SRB,DF,Holstein Kiel,22,2001,18.4,5,0,0,27,5,1,2,26,18,,,0,bundesliga,2024-2025
190,Lee Jae-sung,kr KOR,MF,Mainz 05,31,1992,29.4,4,0,0,23,40,9,31,37,24,,,0,bundesliga,2024-2025
191,Kristijan Jakić,hr CRO,MF,Augsburg,27,1997,25.6,2,0,0,22,28,3,14,29,24,,,0,bundesliga,2024-2025
192,Luca Jaquez,ch SUI,DF,Stuttgart,21,2003,2.8,0,0,0,4,0,0,1,3,0,,,0,bundesliga,2024-2025
193,Dominik Javorček,sk SVK,"MF,DF",Holstein Kiel,21,2002,4.3,2,0,0,7,6,1,21,5,0,,,0,bundesliga,2024-2025
194,Finn Jeltsch,de GER,DF,Stuttgart,18,2006,8.7,2,0,0,7,5,0,3,13,14,,,0,bundesliga,2024-2025
195,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,26,1997,8.5,0,0,0,5,5,3,21,5,7,,,0,bundesliga,2024-2025
196,Moritz Jenz,de GER,DF,Mainz 05,25,1999,17.8,4,0,0,27,6,1,0,29,23,,,0,bundesliga,2024-2025
197,Carl Johansson,se SWE,DF,Holstein Kiel,30,1994,6.3,0,1,0,5,4,0,0,11,2,,,0,bundesliga,2024-2025
198,Anthony Jung,de GER,DF,Werder Bremen,32,1991,21.1,1,0,0,9,15,2,4,26,21,,,0,bundesliga,2024-2025
199,Josip Juranović,hr CRO,"MF,DF",Union Berlin,28,1995,12.9,4,0,0,8,6,1,77,6,13,,,0,bundesliga,2024-2025
200,David Jurásek,cz CZE,"DF,MF",Hoffenheim,23,2000,6.9,0,0,0,1,2,1,55,7,3,,,0,bundesliga,2024-2025
201,Yusuf Kabadayı,de GER,FW,Augsburg,20,2004,0.8,0,0,0,1,1,1,1,0,0,,,0,bundesliga,2024-2025
202,Almugera Kabar,de GER,DF,Dortmund,18,2006,1.5,2,1,1,2,2,0,1,1,3,,,0,bundesliga,2024-2025
203,Issa Kaboré,bf BFA,MF,Werder Bremen,23,2001,3.4,0,0,0,4,8,1,19,2,5,,,0,bundesliga,2024-2025
204,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,32,1992,17.5,6,0,0,21,8,4,73,21,14,,,0,bundesliga,2024-2025
205,Jakub Kamiński,pl POL,"MF,DF",Wolfsburg,22,2002,12.6,2,0,0,10,3,0,52,11,9,,,1,bundesliga,2024-2025
206,Kevin Kampl,si SVN,MF,RB Leipzig,33,1990,17.7,5,0,0,20,7,1,29,22,20,,,0,bundesliga,2024-2025
207,Harry Kane,eng ENG,FW,Bayern Munich,31,1993,26.5,5,0,0,9,21,16,14,4,10,,,0,bundesliga,2024-2025
208,Atakan Karazor,tr TUR,MF,Stuttgart,27,1996,29.1,10,1,1,37,59,2,4,33,32,,,0,bundesliga,2024-2025
209,Mikkel Kaufmann,dk DEN,"FW,MF",Heidenheim,23,2001,4.1,2,0,0,5,14,0,2,2,4,,,0,bundesliga,2024-2025
210,Yannik Keitel,de GER,MF,Stuttgart,24,2000,3.0,1,0,0,2,6,0,2,4,6,,,0,bundesliga,2024-2025
211,Andu Kelati,de GER,MF,Holstein Kiel,21,2002,3.2,2,1,1,4,5,0,6,3,4,,,0,bundesliga,2024-2025
212,Thomas Keller,de GER,"MF,DF",Heidenheim,24,1999,1.6,2,0,0,6,4,0,0,4,5,,,0,bundesliga,2024-2025
213,Aljoscha Kemlein,de GER,MF,Union Berlin,19,2004,10.2,3,0,0,15,2,1,5,7,5,,,0,bundesliga,2024-2025
214,Luca Kerber,de GER,MF,Heidenheim,22,2002,8.7,4,0,0,22,8,0,3,5,16,,,0,bundesliga,2024-2025
215,Rani Khedira,de GER,MF,Union Berlin,30,1994,30.3,7,0,0,44,19,1,22,47,42,,,0,bundesliga,2024-2025
216,Joshua Kimmich,de GER,MF,Bayern Munich,29,1995,31.6,4,0,0,15,27,2,177,22,28,,,0,bundesliga,2024-2025
217,Tim Kleindienst,de GER,FW,Gladbach,28,1995,30.4,5,1,1,75,25,23,15,13,15,,,0,bundesliga,2024-2025
218,Lukas Klostermann,de GER,DF,RB Leipzig,28,1996,20.4,5,0,0,13,7,0,12,25,14,,,0,bundesliga,2024-2025
219,Ansgar Knauff,de GER,MF,Eintracht Frankfurt,22,2002,17.7,3,0,0,27,28,11,32,11,22,,,0,bundesliga,2024-2025
220,Magnus Knudsen,no NOR,MF,Holstein Kiel,23,2001,20.6,7,0,0,27,10,0,7,10,30,,,0,bundesliga,2024-2025
221,Gregor Kobel,ch SUI,GK,Dortmund,26,1997,32.0,1,0,0,0,2,0,0,2,0,,,0,bundesliga,2024-2025
222,Robin Koch,de GER,DF,Eintracht Frankfurt,28,1996,28.7,3,0,0,23,13,1,1,25,11,,,0,bundesliga,2024-2025
223,Derrick Köhn,gh GHA,"MF,DF",Werder Bremen,25,1999,14.9,2,0,0,14,19,4,56,11,12,,,0,bundesliga,2024-2025
224,Dominik Kohr,de GER,"DF,MF",Mainz 05,30,1994,25.5,11,1,0,46,36,1,14,42,46,,,0,bundesliga,2024-2025
225,Marco Komenda,hr CRO,DF,Holstein Kiel,27,1996,14.5,3,0,0,16,13,0,15,7,17,,,0,bundesliga,2024-2025
226,Mert Kömür,de GER,MF,Augsburg,19,2005,7.3,1,0,0,7,12,3,26,2,2,,,0,bundesliga,2024-2025
227,Kacper Koscierski,de GER,DF,Bochum,17,2007,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
228,Henri Koudossou,de GER,MF,Augsburg,24,1999,8.3,1,0,0,7,5,2,24,14,9,,,0,bundesliga,2024-2025
229,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,20,2003,27.4,4,0,0,24,13,2,13,32,22,,,0,bundesliga,2024-2025
230,Matej Kovar,cz CZE,GK,Leverkusen,24,2000,5.0,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2024-2025
231,Andrej Kramarić,hr CRO,MF,Hoffenheim,33,1991,30.7,4,0,0,12,28,9,116,9,8,,,0,bundesliga,2024-2025
232,Frans Krätzig,de GER,"MF,DF",Heidenheim,21,2003,13.5,1,0,0,7,4,4,38,18,18,,,0,bundesliga,2024-2025
233,Frans Krätzig,de GER,DF,Stuttgart,21,2003,0.6,0,0,0,1,0,0,1,0,1,,,0,bundesliga,2024-2025
234,Tom Krauß,de GER,MF,Bochum,23,2001,12.0,2,0,0,14,16,0,10,11,17,,,0,bundesliga,2024-2025
235,Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,27,1997,27.9,4,0,0,25,12,0,60,20,37,,,0,bundesliga,2024-2025
236,Lukas Kübler,de GER,DF,Freiburg,31,1992,20.5,5,0,0,25,23,1,30,48,20,,,0,bundesliga,2024-2025
237,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,17,2007,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
238,Moritz-Broni Kwarteng,gh GHA,MF,Bochum,26,1998,1.9,1,0,0,3,1,0,1,0,3,,,0,bundesliga,2024-2025
239,Nediljko Labrović,hr CRO,GK,Augsburg,24,1999,15.0,0,0,0,0,2,0,0,0,0,,,0,bundesliga,2024-2025
240,Konrad Laimer,at AUT,DF,Bayern Munich,27,1997,18.9,8,0,0,35,12,1,21,5,24,,,0,bundesliga,2024-2025
241,Stefan Lainer,at AUT,DF,Gladbach,31,1992,8.4,2,0,0,11,6,3,29,12,13,,,1,bundesliga,2024-2025
242,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,20,2004,26.6,2,0,0,21,5,2,8,33,29,,,0,bundesliga,2024-2025
243,Diogo Leite,pt POR,DF,Union Berlin,25,1999,28.3,3,0,0,25,37,2,9,53,34,,,1,bundesliga,2024-2025
244,Maxim Leitsch,de GER,DF,Mainz 05,26,1998,7.5,2,0,0,10,4,0,3,8,4,,,0,bundesliga,2024-2025
245,Jamie Leweling,de GER,MF,Stuttgart,23,2001,18.5,4,0,0,17,29,4,57,11,7,,,0,bundesliga,2024-2025
246,Philipp Lienhart,at AUT,DF,Freiburg,28,1996,30.8,5,0,0,22,19,3,8,31,13,,,0,bundesliga,2024-2025
247,Marin Ljubicic,hr CRO,FW,Union Berlin,22,2002,3.1,1,0,0,9,8,1,1,0,1,,,0,bundesliga,2024-2025
248,Anthony Losilla,fr FRA,MF,Bochum,38,1986,12.6,1,0,0,18,9,1,4,18,15,,,0,bundesliga,2024-2025
249,Yannik Lührs,de GER,DF,Dortmund,20,2003,1.4,0,0,0,2,0,0,0,1,1,,,0,bundesliga,2024-2025
250,Castello Lukeba,fr FRA,DF,RB Leipzig,21,2002,17.5,2,0,0,12,15,0,11,18,18,,,0,bundesliga,2024-2025
251,Senne Lynen,be BEL,MF,Werder Bremen,25,1999,30.4,9,0,0,39,25,0,5,64,38,,,0,bundesliga,2024-2025
252,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,24,1999,21.7,2,0,0,20,25,9,33,7,5,,,0,bundesliga,2024-2025
253,Arne Maier,de GER,MF,Augsburg,25,1999,10.4,0,1,0,9,7,0,68,6,6,,,0,bundesliga,2024-2025
254,Patrick Mainka,de GER,DF,Heidenheim,29,1994,34.0,3,0,0,17,21,2,5,65,32,,,0,bundesliga,2024-2025
255,Lovro Majer,hr CRO,MF,Wolfsburg,26,1998,3.4,1,0,0,6,6,0,16,1,2,,,0,bundesliga,2024-2025
256,Jordy Makengo,fr FRA,DF,Freiburg,22,2001,8.3,1,0,0,5,6,2,25,6,9,,,0,bundesliga,2024-2025
257,Jarzinho Malanga,de GER,MF,Stuttgart,18,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
258,Julián Malatini,ar ARG,DF,Werder Bremen,23,2001,5.0,1,0,0,9,5,0,3,7,9,,,0,bundesliga,2024-2025
259,Donyell Malen,nl NED,MF,Dortmund,25,1999,6.8,1,0,0,2,7,3,13,3,0,,,0,bundesliga,2024-2025
260,Lennard Maloney,us USA,"MF,DF",Heidenheim,24,1999,8.4,1,0,0,11,4,1,0,13,13,,,0,bundesliga,2024-2025
261,Lennard Maloney,us USA,"DF,MF",Mainz 05,24,1999,0.3,1,0,0,2,0,0,0,0,1,,,0,bundesliga,2024-2025
262,Johan Manzambi,ch SUI,MF,Freiburg,18,2005,3.7,2,0,0,7,7,0,5,4,3,,,0,bundesliga,2024-2025
263,Omar Marmoush,eg EGY,"FW,MF",Eintracht Frankfurt,25,1999,16.1,2,0,0,9,55,7,78,4,9,,,0,bundesliga,2024-2025
264,Giorgos Masouras,gr GRE,FW,Bochum,30,1994,11.7,1,0,0,12,10,15,27,4,10,,,0,bundesliga,2024-2025
265,Erhan Mašović,rs SRB,"DF,MF",Bochum,25,1998,10.1,2,0,0,12,4,0,0,12,10,,,0,bundesliga,2024-2025
266,Igor Matanovic,hr CRO,FW,Eintracht Frankfurt,21,2003,3.5,0,0,0,6,11,1,0,1,0,,,0,bundesliga,2024-2025
267,Chrislain Matsima,fr FRA,DF,Augsburg,22,2002,28.3,4,0,0,11,10,1,3,50,21,,,1,bundesliga,2024-2025
268,Jean Mattéo Bahoya,fr FRA,MF,Eintracht Frankfurt,19,2005,10.2,3,0,0,9,7,2,31,3,19,,,0,bundesliga,2024-2025
269,Maurides,br BRA,FW,St Pauli,30,1994,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
270,Jakov Medić,hr CRO,DF,Bochum,25,1998,17.8,2,0,0,10,7,2,1,22,10,,,0,bundesliga,2024-2025
271,Connor Metcalfe,au AUS,"MF,FW",St Pauli,24,1999,4.0,2,1,1,5,4,0,7,3,0,,,0,bundesliga,2024-2025
272,Karol Mets,ee EST,DF,St Pauli,31,1993,10.0,1,0,0,7,5,0,3,11,8,,,0,bundesliga,2024-2025
273,Alexander Meyer,de GER,GK,Dortmund,33,1991,2.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
274,Florian Micheler,at AUT,MF,Hoffenheim,19,2005,0.4,1,0,0,1,0,0,0,0,0,,,0,bundesliga,2024-2025
275,Enzo Millot,fr FRA,MF,Stuttgart,22,2002,20.5,9,0,0,25,37,3,41,13,13,,,0,bundesliga,2024-2025
276,Kim Min-jae,kr KOR,DF,Bayern Munich,27,1996,25.4,2,0,0,25,4,0,0,33,17,,,0,bundesliga,2024-2025
277,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,27,1997,27.4,5,0,0,24,38,2,166,47,55,,,0,bundesliga,2024-2025
278,Koji Miyoshi,jp JPN,"MF,FW",Bochum,27,1997,5.2,0,1,0,10,4,2,9,2,5,,,0,bundesliga,2024-2025
279,Max Moerstedt,de GER,"FW,MF",Hoffenheim,18,2006,5.0,2,0,0,6,10,1,0,0,3,,,0,bundesliga,2024-2025
280,David Mokwa,fr FRA,FW,Hoffenheim,20,2004,0.2,0,0,0,1,0,0,0,0,0,,,0,bundesliga,2024-2025
281,Steve Mounié,bj BEN,MF,Augsburg,29,1994,3.9,2,0,0,9,5,1,3,1,4,,,0,bundesliga,2024-2025
282,Nordi Mukiele,fr FRA,"DF,MF",Leverkusen,26,1997,10.0,4,0,0,6,14,1,13,16,17,,,1,bundesliga,2024-2025
283,Florian Müller,de GER,GK,Freiburg,26,1997,8.4,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2024-2025
284,Kevin Müller,de GER,GK,Heidenheim,33,1991,32.7,0,0,0,0,3,0,0,0,1,,,0,bundesliga,2024-2025
285,Marius Müller,de GER,GK,Wolfsburg,31,1993,5.3,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
286,Thomas Müller,de GER,"MF,FW",Bayern Munich,34,1989,13.6,3,0,0,14,12,3,46,2,6,,,0,bundesliga,2024-2025
287,Jamal Musiala,de GER,MF,Bayern Munich,21,2003,20.0,3,0,0,20,55,2,8,7,21,,,0,bundesliga,2024-2025
288,Florent Muslija,xk KVX,"FW,MF",Freiburg,26,1998,1.9,0,0,0,0,2,0,14,2,4,,,0,bundesliga,2024-2025
289,Phillipp Mwene,at AUT,MF,Mainz 05,30,1994,29.0,7,0,0,24,24,3,86,24,30,,,0,bundesliga,2024-2025
290,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,27,1997,24.3,6,0,0,9,16,0,25,26,14,,,0,bundesliga,2024-2025
291,Nathan N'Goumou,cm CMR,MF,Gladbach,24,2000,9.2,0,0,0,7,12,7,21,4,11,,,0,bundesliga,2024-2025
292,Stanley N'Soki,fr FRA,DF,Hoffenheim,25,1999,14.5,3,1,0,12,6,0,1,28,18,,,2,bundesliga,2024-2025
293,Nikolas Nartey,dk DEN,MF,Stuttgart,24,2000,0.2,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
294,Paul Nebel,de GER,MF,Mainz 05,21,2002,26.1,5,1,1,37,38,5,111,14,27,,,0,bundesliga,2024-2025
295,Kosta Nedeljković,rs SRB,"DF,MF",RB Leipzig,18,2005,5.3,1,0,0,7,1,1,17,2,8,,,0,bundesliga,2024-2025
296,Ivan Nekić,hr CRO,DF,Holstein Kiel,23,2000,0.8,0,0,0,1,0,0,0,3,1,,,0,bundesliga,2024-2025
297,David Nemeth,at AUT,DF,St Pauli,23,2001,23.7,3,0,0,21,14,0,7,18,29,,,0,bundesliga,2024-2025
298,Luca Netz,de GER,DF,Gladbach,21,2003,10.8,2,0,0,8,6,1,16,10,14,,,0,bundesliga,2024-2025
299,Manuel Neuer,de GER,GK,Bayern Munich,38,1986,22.0,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2024-2025
300,Florian Neuhaus,de GER,MF,Gladbach,27,1997,4.2,1,0,0,4,7,0,8,6,3,,,0,bundesliga,2024-2025
301,Moritz Nicolas,de GER,GK,Gladbach,26,1997,18.2,0,0,0,0,0,0,0,1,0,,,0,bundesliga,2024-2025
302,Julian Niehues,de GER,MF,Heidenheim,23,2001,1.7,1,0,0,1,2,0,0,0,1,,,0,bundesliga,2024-2025
303,Justin Njinmah,de GER,"FW,MF",Werder Bremen,23,2000,10.6,1,0,0,7,17,12,19,4,1,,,0,bundesliga,2024-2025
304,Niels Nkounkou,fr FRA,"MF,DF",Eintracht Frankfurt,23,2000,4.2,1,0,0,5,2,0,23,9,9,,,0,bundesliga,2024-2025
305,Felix Nmecha,de GER,MF,Dortmund,23,2000,16.8,3,0,0,22,26,0,6,24,21,,,0,bundesliga,2024-2025
306,Lukas Nmecha,de GER,FW,Wolfsburg,25,1998,5.2,1,0,0,7,15,0,6,2,0,,,0,bundesliga,2024-2025
307,Arnaud Nordin,fr FRA,"FW,MF",Mainz 05,26,1998,0.9,0,0,0,1,3,0,9,0,0,,,0,bundesliga,2024-2025
308,Alexander Nübel,de GER,GK,Stuttgart,27,1996,34.0,0,0,0,0,4,0,0,0,0,,,0,bundesliga,2024-2025
309,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,19,2005,17.3,0,0,0,14,28,9,35,8,17,,,0,bundesliga,2024-2025
310,David Odogu,de GER,DF,Wolfsburg,18,2006,2.2,0,0,0,2,0,1,0,2,4,,,0,bundesliga,2024-2025
311,Tim Oermann,de GER,DF,Bochum,20,2003,24.6,0,0,0,16,8,0,14,24,30,,,0,bundesliga,2024-2025
312,Ifechukwu Ogbus,ch SUI,DF,Freiburg,18,2005,0.2,0,0,0,1,0,0,0,1,1,,,0,bundesliga,2024-2025
313,Finn Ole Becker,de GER,MF,Hoffenheim,24,2000,7.4,1,0,0,5,7,0,8,9,5,,,0,bundesliga,2024-2025
314,Michael Olise,fr FRA,MF,Bayern Munich,22,2001,25.9,3,0,0,22,66,5,134,8,20,,,0,bundesliga,2024-2025
315,Jonas Omlin,ch SUI,GK,Gladbach,30,1994,10.9,0,1,0,1,1,0,0,0,0,,,0,bundesliga,2024-2025
316,Karim Onisiwo,at AUT,MF,Mainz 05,32,1992,1.2,0,0,0,3,2,1,2,0,0,,,0,bundesliga,2024-2025
317,Frank Onyeka,ng NGA,MF,Augsburg,26,1998,28.7,8,0,0,47,74,3,20,37,46,,,0,bundesliga,2024-2025
318,Loïs Openda,be BEL,FW,RB Leipzig,24,2000,27.3,5,1,1,29,77,27,27,5,4,,,0,bundesliga,2024-2025
319,Gift Orban,ng NGA,FW,Hoffenheim,22,2002,7.6,2,0,0,15,7,8,6,0,1,,,0,bundesliga,2024-2025
320,Willi Orban,hu HUN,DF,RB Leipzig,31,1992,24.7,4,2,0,23,14,4,5,20,24,,,0,bundesliga,2024-2025
321,Ivan Ordets,ua UKR,DF,Bochum,32,1992,20.7,6,0,0,22,19,2,1,43,8,,,0,bundesliga,2024-2025
322,Patrick Osterhage,de GER,MF,Freiburg,24,2000,25.2,6,1,1,25,22,5,21,22,29,,,0,bundesliga,2024-2025
323,Assan Ouedraogo,de GER,MF,RB Leipzig,18,2006,0.6,0,0,0,1,3,0,1,0,0,,,0,bundesliga,2024-2025
324,Salih Özcan,tr TUR,MF,Wolfsburg,26,1998,3.9,0,0,0,5,6,0,8,7,2,,,0,bundesliga,2024-2025
325,Salih Özcan,tr TUR,MF,Dortmund,26,1998,4.3,0,0,0,11,7,1,2,10,6,,,0,bundesliga,2024-2025
326,Exequiel Palacios,ar ARG,MF,Leverkusen,25,1998,12.8,2,0,0,9,18,1,4,12,15,,,0,bundesliga,2024-2025
327,João Palhinha,pt POR,MF,Bayern Munich,29,1995,7.5,2,1,0,13,10,0,2,4,14,,,0,bundesliga,2024-2025
328,Mats Pannewig,de GER,MF,Bochum,19,2004,3.0,1,0,0,5,1,0,3,2,7,,,0,bundesliga,2024-2025
329,Kevin Paredes,us USA,MF,Wolfsburg,21,2003,1.4,1,0,0,1,4,0,1,1,2,,,0,bundesliga,2024-2025
330,Felix Passlack,de GER,"MF,DF",Bochum,26,1998,25.9,4,0,0,28,21,2,111,19,24,,,0,bundesliga,2024-2025
331,Aleksandar Pavlovic,de GER,MF,Bayern Munich,20,2004,16.1,2,0,0,17,9,0,5,6,22,,,0,bundesliga,2024-2025
332,Mads Pedersen,dk DEN,DF,Augsburg,27,1996,2.6,0,0,0,5,1,1,5,2,7,,,0,bundesliga,2024-2025
333,Jordan Pefok,us USA,FW,Union Berlin,28,1996,10.1,2,0,0,22,15,7,0,4,6,,,0,bundesliga,2024-2025
334,Daniel Peretz,il ISR,GK,Bayern Munich,24,2000,3.0,1,0,0,0,2,0,0,0,0,,,0,bundesliga,2024-2025
335,Noah Pesch,hr CRO,FW,Gladbach,19,2005,0.1,0,0,0,1,0,0,0,0,0,,,0,bundesliga,2024-2025
336,Luca Philipp,de GER,GK,Hoffenheim,23,2000,6.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
337,Maximilian Philipp,de GER,"FW,MF",Freiburg,30,1994,0.2,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
338,Benedikt Pichler,at AUT,FW,Holstein Kiel,27,1997,8.7,1,0,0,14,16,13,10,2,3,,,0,bundesliga,2024-2025
339,Amos Pieper,de GER,DF,Werder Bremen,26,1998,16.6,3,0,0,11,11,0,4,23,17,,,0,bundesliga,2024-2025
340,Marvin Pieringer,de GER,FW,Heidenheim,24,1999,24.5,7,0,0,50,46,15,11,8,11,,,0,bundesliga,2024-2025
341,Alassane Pléa,fr FRA,MF,Gladbach,31,1993,21.1,3,0,0,18,33,8,44,1,4,,,0,bundesliga,2024-2025
342,Finn Porath,de GER,MF,Holstein Kiel,27,1997,21.9,3,0,0,31,37,0,84,19,27,,,0,bundesliga,2024-2025
343,Yussuf Poulsen,dk DEN,"MF,FW",RB Leipzig,30,1994,4.2,1,0,0,8,14,1,2,0,5,,,0,bundesliga,2024-2025
344,Alexander Prass,at AUT,"MF,DF",Hoffenheim,23,2001,17.4,1,0,0,17,25,0,55,11,24,,,0,bundesliga,2024-2025
345,David Preu,de GER,MF,Union Berlin,19,2004,1.3,1,0,0,1,1,1,4,0,0,,,0,bundesliga,2024-2025
346,Grischa Prömel,de GER,MF,Hoffenheim,29,1995,1.9,0,0,0,0,3,0,2,1,0,,,0,bundesliga,2024-2025
347,Ivan Prtajin,hr CRO,FW,Union Berlin,28,1996,1.8,0,0,0,1,1,2,3,0,2,,,0,bundesliga,2024-2025
348,Tymoteusz Puchacz,pl POL,MF,Holstein Kiel,25,1999,4.4,0,0,0,2,7,1,38,3,5,,,0,bundesliga,2024-2025
349,Leopold Querfeld,at AUT,DF,Union Berlin,20,2003,19.4,8,0,0,20,13,0,1,17,15,,,0,bundesliga,2024-2025
350,Grant Ranos,am ARM,FW,Gladbach,21,2003,0.2,1,0,0,1,0,0,0,0,0,,,0,bundesliga,2024-2025
351,David Raum,de GER,"MF,DF",RB Leipzig,26,1998,19.8,5,0,0,23,10,6,188,10,28,,,0,bundesliga,2024-2025
352,Rocco Reitz,de GER,MF,Gladbach,22,2002,20.3,1,0,0,19,38,0,23,54,24,,,0,bundesliga,2024-2025
353,Nicolai Remberg,de GER,MF,Holstein Kiel,24,2000,26.9,11,0,0,43,45,2,8,29,24,,,2,bundesliga,2024-2025
354,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,26,1997,19.8,8,0,0,13,42,1,70,16,19,,,0,bundesliga,2024-2025
355,Gio Reyna,us USA,MF,Dortmund,21,2002,3.9,3,0,0,8,3,0,15,0,0,,,0,bundesliga,2024-2025
356,Fabian Rieder,ch SUI,MF,Stuttgart,22,2002,9.6,1,0,0,14,11,0,40,11,15,,,0,bundesliga,2024-2025
357,Lasse Rieß,de GER,GK,Mainz 05,23,2001,2.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
358,Lars Ritzka,de GER,"MF,DF",St Pauli,26,1998,10.2,1,0,0,10,6,1,19,10,28,,,0,bundesliga,2024-2025
359,Mads Roerslev,dk DEN,DF,Wolfsburg,25,1999,3.3,0,0,0,2,3,0,7,5,8,,,0,bundesliga,2024-2025
360,Merlin Röhl,de GER,MF,Freiburg,22,2002,10.7,2,0,0,22,19,0,12,4,9,,,0,bundesliga,2024-2025
361,Lasse Rosenboom,de GER,MF,Holstein Kiel,22,2002,19.3,3,0,0,19,12,0,18,19,35,,,0,bundesliga,2024-2025
362,Max Rosenfelder,de GER,DF,Freiburg,21,2003,13.9,2,0,0,8,14,1,9,8,17,,,0,bundesliga,2024-2025
363,Tom Rothe,de GER,"MF,DF",Union Berlin,19,2004,18.6,4,1,0,25,11,2,46,18,30,,,0,bundesliga,2024-2025
364,Anthony Rouault,fr FRA,DF,Stuttgart,23,2001,13.5,1,0,0,19,8,0,1,17,11,,,0,bundesliga,2024-2025
365,Jérôme Roussillon,fr FRA,DF,Union Berlin,31,1993,1.5,0,0,0,1,3,0,10,2,0,,,0,bundesliga,2024-2025
366,Julian Ryerson,no NOR,"DF,MF",Dortmund,26,1997,25.1,6,1,1,31,23,0,111,23,28,,,0,bundesliga,2024-2025
367,Frederik Rønnow,dk DEN,GK,Union Berlin,31,1992,28.0,2,0,0,0,4,0,0,0,0,,,0,bundesliga,2024-2025
368,Elias Saad,tn TUN,"FW,MF",St Pauli,24,1999,10.0,1,0,0,17,24,7,14,4,14,,,0,bundesliga,2024-2025
369,Marcel Sabitzer,at AUT,MF,Dortmund,30,1994,18.0,3,0,0,12,9,0,23,10,19,,,0,bundesliga,2024-2025
370,Faik Sakar,de GER,MF,RB Leipzig,16,2008,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2024-2025
371,Manolis Saliakas,gr GRE,MF,St Pauli,27,1996,25.7,4,0,0,16,15,0,83,16,23,,,0,bundesliga,2024-2025
372,Roland Sallai,hu HUN,"DF,FW",Freiburg,27,1997,0.5,0,0,0,0,1,0,4,1,1,,,0,bundesliga,2024-2025
373,Diadie Samassékou,ml MLI,MF,Hoffenheim,28,1996,3.2,0,0,0,5,4,0,0,5,6,,,0,bundesliga,2024-2025
374,Philipp Sander,de GER,MF,Gladbach,26,1998,15.6,2,0,0,16,7,0,22,22,17,,,0,bundesliga,2024-2025
375,James Sands,us USA,MF,St Pauli,24,2000,5.0,1,0,0,11,5,1,2,6,7,,,0,bundesliga,2024-2025
376,Leroy Sané,de GER,MF,Bayern Munich,28,1996,18.2,2,0,0,16,25,6,50,7,14,,,0,bundesliga,2024-2025
377,Kaishu Sano,jp JPN,MF,Mainz 05,23,2000,33.8,3,0,0,16,33,2,11,63,33,,,0,bundesliga,2024-2025
378,Kauã Santos,br BRA,GK,Eintracht Frankfurt,21,2003,8.5,0,0,0,0,2,0,0,0,0,,,1,bundesliga,2024-2025
379,Joe Scally,us USA,DF,Gladbach,21,2002,28.6,6,0,0,23,47,1,49,18,32,,,0,bundesliga,2024-2025
380,András Schäfer,hu HUN,MF,Union Berlin,25,1999,17.0,3,0,0,27,33,0,17,24,25,,,0,bundesliga,2024-2025
381,Patrik Schick,cz CZE,FW,Leverkusen,28,1996,18.7,4,0,0,23,23,7,1,4,5,,,0,bundesliga,2024-2025
382,Stefan Schimmer,de GER,FW,Heidenheim,30,1994,2.7,1,0,0,2,1,2,2,0,0,,,0,bundesliga,2024-2025
383,Xaver Schlager,at AUT,MF,RB Leipzig,26,1997,2.0,1,0,0,4,3,0,1,0,1,,,0,bundesliga,2024-2025
384,Keven Schlotterbeck,de GER,DF,Augsburg,27,1997,14.4,4,1,1,10,11,1,3,18,17,,,0,bundesliga,2024-2025
